obj_coords,local_obj_coords,hov,shape,hand_orientation,naive_success,controller_a_success,difficulty
"[-0.026228342910381983, 0.007801435515037288, 0.05155509829335716]","[0.0530048201421408, 0.05571122177742187, -0.01619360690230713]","[-1.62784541, -0.14166989, -1.71496541]",Vase1M,normal,True,True,easy
"[-0.02786475356310428, 0.011296747245630167, 0.05499999997915403]","[0.05717366510927713, 0.05113451079171838, -0.01059402809873252]","[-1.61248179, -0.16732495, -1.6918628]",Vase1M,normal,True,True,easy
"[0.008990151346584317, 0.014255636522932703, 0.05155509829335716]","[-0.01748775616185362, 0.053377682561411566, -0.02730584871791168]","[-1.64455044, 0.06320676, -1.64055459]",Vase1M,normal,True,True,easy
"[-0.020233269951748043, 0.01216569433500237, 0.05155509829335716]","[0.04866578240898032, 0.04887447604263384, -0.03405823188245536]","[-1.72964486, -0.14539232, -1.70397748]",Vase1M,normal,True,True,easy
"[0.007978612764285615, -0.004370379388288804, 0.05155509829335716]","[0.004892111505245332, 0.07012745223198384, -0.042165679860820225]","[-1.726409, -0.02166984, -1.78248427]",Vase1M,normal,True,True,easy
"[0.034783128126747845, 0.014957798117813326, 0.05155509829335716]","[-0.005738089080340146, 0.05900350394182746, -0.006735406205983101]","[-1.52710377, -0.17246284, -1.59018948]",Vase1M,normal,True,True,easy
"[0.023462262101881817, 0.015717999234962837, 0.05155509829335716]","[-0.021782039099970518, 0.0547074576331076, -0.011301813759440884]","[-1.55633561, -0.01073716, -1.5631561]",Vase1M,normal,True,True,easy
"[0.016111489417168497, 0.013830820100758458, 0.05155509829335716]","[-0.0072881760511940945, 0.057113188412197306, -0.009139064035713821]","[-1.54327726, -0.05386721, -1.55298553]",Vase1M,normal,True,True,easy
"[-0.026721866967644108, 0.012163992783002852, 0.05151948043979003]","[0.051946856919601984, 0.051653385292807816, -0.015663952106386658]","[-1.60755454, -0.14387725, -1.65622344]",Vase1M,normal,True,True,easy
"[-0.01887875394977791, 0.02545923661042781, 0.05155509829335716]","[0.026588453681438255, 0.043341776557788425, -0.014501375656326039]","[-1.58580196, -0.04376957, -1.63440784]",Vase1M,normal,True,True,easy
"[-0.028165300279934878, 0.01821526663005266, 0.05499999997915403]","[0.03333820694043583, 0.05028104094263833, -0.016561882870568066]","[-1.60630308, -0.03345998, -1.55808219]",Vase1M,normal,True,True,easy
"[0.0028050234408929535, 0.010230573948585859, 0.05155509829335716]","[0.010417449044484356, 0.05865299789695443, -0.021652956781293763]","[-1.62643008, -0.05227302, -1.76619252]",Vase1M,normal,True,True,easy
"[-0.0007910165959269505, 0.0037317836627140874, 0.05155509829335716]","[0.02276402422089136, 0.06431656888425305, -0.01892945099420431]","[-1.61638413, -0.10951564, -1.70791685]",Vase1M,normal,True,True,easy
"[0.002008678837856848, 0.034077967365917575, 0.05152764488458886]","[0.02739250610843106, 0.03104612415825947, -0.029075042634815883]","[-1.68903142, -0.19087148, -1.64351675]",Vase1M,normal,True,True,easy
"[-0.01690054544016101, 0.02624844306276161, 0.05155509829335716]","[0.024218773434907588, 0.04167044551152708, -0.022942928577448583]","[-1.64349862, -0.03430475, -1.6585214]",Vase1M,normal,True,True,easy
"[0.0488612003850638, 0.01239709949607856, 0.05499999997915403]","[-0.02346230874716015, 0.059317117067240945, -0.036980306882467735]","[-1.71315433, -0.12775268, -1.68470374]",Vase1M,normal,True,True,easy
"[0.0022837756599064117, 0.023835125758964508, 0.05155509829335716]","[0.015682404069614034, 0.04225782596871325, -0.033999728162563136]","[-1.71041522, -0.0940691, -1.67470696]",Vase1M,normal,True,True,easy
"[0.0023374055556442423, 0.015879145651123826, 0.05155509829335716]","[0.01676933098000115, 0.05125591377936246, -0.02912248976082184]","[-1.67804751, -0.08963358, -1.72344874]",Vase1M,normal,True,True,easy
