obj_coords,local_obj_coords,hov,shape,hand_orientation,naive_success,controller_a_success,difficulty
"[-0.005741243858828088, 0.013899472388229264, 0.03496019214827505]","[0.020050488277558107, 0.05124227554790342, -0.046344746757001044]","[-1.68729678, -0.02501445, -1.78426351]",Cone2M,normal,TRUE,TRUE,easy
"[0.035621250919621164, 0.004693835866313391, 0.03496019214827505]","[-0.014731221444485632, 0.06420941473782897, -0.04859812274000135]","[-1.67332574, -0.11394113, -1.59530536]",Cone2M,normal,TRUE,TRUE,easy
"[0.04577529214087998, 0.009379805968668994, 0.03496019214827505]","[-0.03815412825727012, 0.050832857035547296, -0.0693560702363742]","[-1.80882898, -0.05296637, -1.55870667]",Cone2M,normal,TRUE,TRUE,easy
"[-0.0018121645992782872, 0.0012769910215730505, 0.03496019214827505]","[0.019778394705309107, 0.05886103878409911, -0.06298050860801033]","[-1.76027199, -0.09459325, -1.60141211]",Cone2M,normal,TRUE,TRUE,easy
"[0.04127211347029054, 0.014745357431162679, 0.03496019214827505]","[-0.008435163856412041, 0.059947622003782466, -0.03139617697879158]","[-1.57016931, -0.1760543, -1.67605439]",Cone2M,normal,TRUE,TRUE,easy
"[0.038006955280008234, 0.01574104555672566, 0.03496019214827505]","[-0.04809708881305034, 0.04957536755882956, -0.03967980320866206]","[-1.63551784, 0.05578293, -1.54303156]",Cone2M,normal,TRUE,TRUE,easy
"[-0.0027102461102112307, 0.0077937628663244385, 0.03496019214827505]","[0.016739946192580128, 0.06141272259951622, -0.030436297019485848]","[-1.5825552, -0.05621196, -1.70983685]",Cone2M,normal,TRUE,TRUE,easy
"[0.010607820356009169, 0.02662529074829338, 0.03496019214827505]","[-0.00021463449263825138, 0.04329136477232069, -0.03262852450042322]","[-1.58029701, -0.02433208, -1.77667696]",Cone2M,normal,TRUE,TRUE,easy
"[0.0001694545484815073, 0.029874393249770523, 0.03496019214827505]","[0.019797381571838465, 0.03615432150938147, -0.041367697616012604]","[-1.65845544, -0.10089693, -1.69255329]",Cone2M,normal,TRUE,TRUE,easy
"[-0.006307311596162396, 0.03590695577803617, 0.03496019214827505]","[0.008811027141861685, 0.03176630260526355, -0.03941891324113406]","[-1.62899592, -0.03539508, -1.50635493]",Cone2M,normal,TRUE,TRUE,easy
"[0.029175463097124692, 0.00799584433901844, 0.03496019214827505]","[0.0037821181300755173, 0.06453552514193157, -0.029770205903035172]","[-1.56708765, -0.18811073, -1.57941349]",Cone2M,normal,TRUE,TRUE,easy
"[0.013784186496945653, -0.008720621717237302, 0.03496019214827505]","[0.008824964716010426, 0.07321057189477, -0.055570361745498516]","[-1.70943452, -0.08671146, -1.69113118]",Cone2M,normal,TRUE,TRUE,easy
"[0.0300712217712636, 0.008920003258360756, 0.03496019214827505]","[-0.025817689231413088, 0.06379949269799168, -0.015046887606965452]","[-1.4692474, -0.01806834, -1.65063684]",Cone2M,normal,TRUE,TRUE,easy
"[-0.025953645783747304, 0.007495938704599553, 0.03496019214827505]","[0.025745331848972604, 0.06200667937553206, -0.03329722110198736]","[-1.59632049, 0.01354032, -1.63296578]",Cone2M,normal,TRUE,TRUE,easy
"[0.05153814355616752, -0.005327904572856617, 0.03496019214827505]","[-0.012997078506535843, 0.07661215224805033, -0.054186483003395965]","[-1.69185601, -0.18014761, -1.67189764]",Cone2M,normal,TRUE,TRUE,easy
"[0.003148969933645008, -0.007499939696939455, 0.03496019214827505]","[0.013877132670083815, 0.07549577297004459, -0.038619537790494436]","[-1.62580016, -0.04518556, -1.78783579]",Cone2M,normal,TRUE,TRUE,easy
"[0.0011534357857975162, 0.009169662655893664, 0.03496019214827505]","[0.03184582631424025, 0.05637810060023731, -0.03761764825562079]","[-1.63172686, -0.17165365, -1.67715093]",Cone2M,normal,TRUE,TRUE,easy
"[-0.013220611949536708, 0.009888868906746319, 0.03496019214827505]","[0.03371885501523898, 0.05357115641152392, -0.04633226749096542]","[-1.69272073, -0.0796306, -1.72277977]",Cone2M,normal,TRUE,TRUE,easy
"[0.019829839035038623, 0.005128385019835164, 0.03496019214827505]","[0.027776882569314074, 0.06409679544208853, -0.028611828943683398]","[-1.59037026, -0.23375368, -1.78472631]",Cone2M,normal,TRUE,TRUE,easy
"[0.042081683363656544, 0.00686555118588468, 0.03496019214827505]","[-0.01781051344428984, 0.06374746152597327, -0.04655741151597357]","[-1.65641227, -0.12160667, -1.64384936]",Cone2M,normal,TRUE,TRUE,easy
"[-0.004954107908267033, 0.013650267106039674, 0.03496019214827505]","[0.03461530199434827, 0.04585185970724225, -0.05599408374768512]","[-1.75776455, -0.12869041, -1.73225621]",Cone2M,normal,TRUE,TRUE,easy
"[-0.014371446541301515, -0.0066392785436345456, 0.03496019214827505]","[0.013973348653186933, 0.07201462810738951, -0.05140779469470544]","[-1.69150724, 0.03592153, -1.68850142]",Cone2M,normal,TRUE,TRUE,easy
